name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsPriceRange2,OutdoorSeating,RestaurantsReservations,HasTV,RestaurantsGoodForGroups,GoodForKids,Alcohol,RestaurantsAttire,WiFi,NoiseLevel,BikeParking,Caters,has_parking,Mondayhour,Tuesdayhour,Wednesdayhour,Thursdayhour,Fridayhour,Saturdayhour,Sundayhour
Chiquitas Pizzeria & Mexican Grill,746 Snyder Ave,Philadelphia,PA,19148,39.9229037,-75.1596341,5,48,1,"Mexican, Pizza, Restaurants, Italian",TRUE,TRUE,TRUE,,FALSE,,,,TRUE,,,,,TRUE,TRUE,FALSE,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
Liu Garden,4270 Township Line Rd,Skippack,PA,19438,40.233979,-75.401421,3.5,19,1,"Chinese, Restaurants",TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,none,casual,no,quiet,TRUE,,TRUE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-21:30
Caf?? Soho,468 W Cheltenham Ave,Philadelphia,PA,19126,40.0550205,-75.1260334,4,800,1,"Coffee & Tea, Food, Japanese, Restaurants, Chicken Wings, Korean, Asian Fusion",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,no,average,FALSE,FALSE,TRUE,0:0-0:0,12:30-23:30,12:30-23:30,12:30-23:30,12:30-23:30,12:30-23:30,12:30-23:30
Angelo & Josephines Gourmet,4241 Main St,Philadelphia,PA,19127,40.024532,-75.22095,4.5,38,0,"Restaurants, Sandwiches, Specialty Food, Food",TRUE,,TRUE,1,FALSE,FALSE,,TRUE,TRUE,none,casual,,quiet,,TRUE,TRUE,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,
Wongs Take Out,1014 Lincoln Ave,Prospect Park,PA,19076,39.8862535,-75.3091564,3.5,11,1,"Chinese, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,quiet,TRUE,FALSE,TRUE,,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0
El Cafeito,1700 N 3rd St,Philadelphia,PA,19122,39.976615,-75.140854,4.5,60,0,"Sandwiches, Coffee & Tea, Food, Cuban, Restaurants, Latin American",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,9:0-16:0
Sola Byob,614 W Lancaster Ave,Bryn Mawr,PA,19010,40.01812975,-75.31192555,4.5,125,0,"Restaurants, American (New), French",FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,TRUE,FALSE,none,dressy,no,average,TRUE,TRUE,TRUE,,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,
Coventry Pub,1440 S Hanover St,Pottstown,PA,19465,40.2074492,-75.6600613,3.5,49,1,"Restaurants, Sports Bars, American (Traditional), Bars, Pubs, Nightlife",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,no,average,TRUE,,TRUE,,,,,,,
Green Garden,4626 Baltimore Ave,Philadelphia,PA,19143,39.9485776,-75.2162769,2.5,27,0,"Chinese, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,quiet,,TRUE,TRUE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,
Skyline Tavern & Restaurant,241 W Butler Ave,Chalfont,PA,18914,40.2797496,-75.2156958,3.5,31,1,"Bars, Restaurants, Nightlife, American (Traditional), Pubs, Sports Bars",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,no,average,TRUE,TRUE,TRUE,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
Sly Fox Brewery & Tastin?€? Room,331 Circle Of Progress Dr,Pottstown,PA,19464,40.26531481,-75.66830654,4,133,1,"Food, Restaurants, Breweries, American (Traditional), Beer, Wine & Spirits",TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,no,average,TRUE,FALSE,TRUE,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-21:0,11:30-21:0,11:30-20:0
Manayunk Pizza,4222 Manayunk Ave,Philadelphia,PA,19128,40.0268363,-75.21633,4,56,1,"Sandwiches, Restaurants, Pizza, Burgers",TRUE,TRUE,TRUE,,FALSE,,TRUE,TRUE,,none,,,,FALSE,TRUE,FALSE,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Milans Restaurant,140 W Wyoming Ave,Philadelphia,PA,19140,40.02167709,-75.12614915,4,10,1,"American (Traditional), Breakfast & Brunch, Restaurants",TRUE,FALSE,FALSE,1,,FALSE,TRUE,,TRUE,,casual,no,,,,FALSE,7:0-14:0,7:0-14:0,,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0
Dominos Pizza,1115 S Bethlehem Pike,Ambler,PA,19002,40.1571936,-75.2136176,2,20,1,"Restaurants, Pizza",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,,no,average,,,TRUE,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-1:0,10:30-1:0,10:30-0:0
Ramen Bar,3438-48 Lancaster Ave,Philadelphia,PA,19104,39.957586,-75.1917594,3.5,88,1,"Ramen, Bars, Japanese, Nightlife, Restaurants",TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,no,average,TRUE,,TRUE,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-21:0
Happy Garden,10 Allison Rd,Oreland,PA,19075,40.11674932,-75.18374885,2.5,22,1,"Restaurants, American (New), Chinese",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,quiet,FALSE,TRUE,FALSE,,,,,,,
Midtown,114 S 12th St,Philadelphia,PA,19107,39.9498583,-75.1604545,3,5,0,"Restaurants, American (Traditional), Bars, Nightlife",,,,,,,,,,,,,,,,FALSE,,,,,,,
Holiday Pizza,7415 Stenton Ave,Philadelphia,PA,19150,40.0609134,-75.1673179,2,9,1,"Restaurants, Pizza",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,quiet,TRUE,FALSE,TRUE,,,,,,,
Francos Osteria,3900 City Ave,Philadelphia,PA,19131,40.0085168,-75.2102466,3.5,18,0,"Italian, Restaurants",TRUE,,TRUE,2,TRUE,TRUE,,TRUE,TRUE,full_bar,casual,,average,,TRUE,TRUE,,,,,,,
La Virgen De Las Nieves,1839 S 8th St,Philadelphia,PA,19148,39.92558876,-75.15926644,4,41,1,"Restaurants, Mexican",TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,none,casual,no,quiet,TRUE,,FALSE,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-1:0,10:0-0:0
Crescent City,900 South St,Philadelphia,PA,19147,39.9425522,-75.1573231,4.5,7,0,"Restaurants, Cajun/Creole, American (New)",,,TRUE,2,TRUE,TRUE,,TRUE,TRUE,full_bar,casual,,,,,FALSE,,,,,,,
Not Just Crab,825 Baltimore Pike,Springfield,PA,19064,39.91496202,-75.3333877,4,5,1,"Restaurants, Seafood, Nightlife, Salad, Bars",TRUE,TRUE,,,FALSE,,,,,full_bar,,free,,,,FALSE,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,11:30-22:0
Liberty Bell Diner,8445 Frankford Ave,Philadelphia,PA,19136,40.044553,-75.017575,3.5,153,1,"Restaurants, Food, Breakfast & Brunch, Desserts, Diners, American (Traditional)",TRUE,None,TRUE,2,TRUE,None,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Tasty Twisters Bakery,5002 Umbria St,Philadelphia,PA,19128,40.03560868,-75.23588255,4.5,51,1,"Pretzels, Bakeries, Food, Restaurants, Fast Food",TRUE,TRUE,FALSE,1,,,,,,,,,,TRUE,TRUE,TRUE,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-15:0
TT Skewer,225 N 11th St,Philadelphia,PA,19107,39.9563999,-75.1570804,4.5,118,0,"Restaurants, Barbeque, Hot Pot, Halal, Chinese",TRUE,TRUE,FALSE,1,FALSE,None,TRUE,FALSE,TRUE,none,casual,free,average,TRUE,FALSE,TRUE,0:0-0:0,,11:15-21:0,11:15-21:0,11:15-21:0,11:15-21:0,11:15-21:0
Taco Bell,185 Levittown Parkway.,Levittown,PA,19055,40.146712,-74.822478,3,13,1,"Fashion, Restaurants, Fast Food, Tex-Mex, Mexican, Breakfast & Brunch, Shopping, Shoe Stores, Tacos",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,,,,TRUE,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-0:0,7:0-23:0
Horn & Hardart Coffee,1617 John F Kennedy Blvd,Philadelphia,PA,19103,39.9542677,-75.1678993,4,13,0,"Breakfast & Brunch, Restaurants, Vegetarian, Coffee & Tea, Juice Bars & Smoothies, Food, Sandwiches",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,free,quiet,TRUE,TRUE,TRUE,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,,
Wings To Go,"1045 Bustleton Pike, Ste 10",Feasterville,PA,19053,40.1518267,-75.0002322,3,47,1,"American (Traditional), Barbeque, Sandwiches, Cheesesteaks, Burgers, Restaurants, Desserts, Chicken Wings, Wraps, Food, American (New)",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,FALSE,TRUE,0:0-0:0,11:0-21:0,11:0-21:0,11:0-20:0,11:0-22:0,11:0-22:0,11:0-21:0
Good Taste Chinese Restaurant,"1 E Trenton Ave, Ste 3B, Morrisville Shopping Center",Morrisville,PA,19067,40.21677748,-74.78145811,4,28,1,"Chinese, Cantonese, Szechuan, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,quiet,TRUE,TRUE,FALSE,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:30,11:0-23:30,12:0-22:0
Marinuccis Deli - Mayfair,2852 Saint Vincent St,Philadelphia,PA,19149,40.0415039,-75.0541217,4.5,130,1,"Delis, Restaurants",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,TRUE,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-17:0,9:0-16:0
Crispy Sweetie,434 S 52nd St,Philadelphia,PA,19143,39.9524731,-75.2266484,4,10,0,"Restaurants, Hot Dogs, Specialty Food, Food, Breakfast & Brunch, Candy Stores, Donuts",TRUE,,TRUE,1,,FALSE,,FALSE,TRUE,none,casual,,average,,,TRUE,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,
Fatbelly,1118 Hook Rd,Sharon Hill,PA,19079,39.8985196,-75.2670202,4,28,0,"Soul Food, Restaurants, Seafood, Chicken Wings",TRUE,TRUE,TRUE,1,,FALSE,,TRUE,TRUE,,casual,no,loud,TRUE,,FALSE,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-21:0
Chens kitchen,407 Mill St,Bristol,PA,19007,40.096438,-74.8592653,4,10,0,"Seafood, Cantonese, Restaurants, Sushi Bars, Chinese",TRUE,FALSE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,none,casual,no,quiet,TRUE,,FALSE,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,12:0-22:0,16:30-21:30
Davios,200 Main St,King of Prussia,PA,19406,40.08389587,-75.40435877,3.5,240,1,"Steakhouses, Restaurants, Italian, Breakfast & Brunch, American (Traditional)",TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,dressy,free,average,TRUE,TRUE,TRUE,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,11:30-0:0,11:30-23:0
Mission BBQ,11000 Roosevelt Blvd,Philadelphia,PA,19116,40.1005522,-75.00925368,4,242,1,"American (New), Barbeque, Restaurants",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:30-20:0
Pipeline Taco,165 E Lancaster Ave,Wayne,PA,19087,40.0441016,-75.3855763,4,149,0,"Restaurants, Mexican, Hawaiian",TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-20:0
Kimberton Whole Foods - Malvern,429 E King Rd,Malvern,PA,19355,40.0383047,-75.5076065,5,22,1,"Food, Grocery, Restaurants, Cafes, Organic Stores, Specialty Food, Health Markets",TRUE,FALSE,TRUE,2,,,,,,none,,,,TRUE,FALSE,TRUE,0:0-0:0,8:0-20:0,8:0-20:0,8:0-18:0,8:0-18:0,8:0-20:0,8:0-18:0
1201 Bar,1201 S 28th St,Philadelphia,PA,19146,39.9389811,-75.1898882,3.5,5,1,"Dive Bars, American (Traditional), Nightlife, Restaurants, Bars",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,TRUE,FALSE,full_bar,casual,,loud,FALSE,,FALSE,,,,,,,
Buttercream Cafe & Bakery,2015 Moyamensing Ave,Philadelphia,PA,19145,39.92295477,-75.15269486,3,9,0,"Food, Bakeries, Cafes, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,TRUE,,casual,,quiet,,TRUE,FALSE,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,11:0-17:0,
Double D Diner,1323 E Lincoln Hwy,Coatesville,PA,19320,39.98767989,-75.79786318,4,38,1,"Diners, Restaurants, Breakfast & Brunch",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,FALSE,TRUE,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
E Mei Restaurant,915 Arch St,Philadelphia,PA,19107,39.9536815,-75.1554273,4,407,1,"Szechuan, Chinese, Restaurants, Noodles, Soup",TRUE,TRUE,TRUE,2,None,TRUE,TRUE,TRUE,TRUE,beer_and_wine,casual,free,average,TRUE,FALSE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
Hollywood Tavern,700 Huntingdon Pke,Abington,PA,19001,40.084963,-75.093802,2,14,1,"Restaurants, Bars, American (Traditional), Nightlife",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,TRUE,FALSE,full_bar,casual,free,average,FALSE,FALSE,TRUE,,,,,,,
Abners Cheesesteaks,3813 Chestnut St,Philadelphia,PA,19104,39.9553957,-75.1986337,3.5,223,1,"Cheesesteaks, Restaurants, Sandwiches, Pizza, American (Traditional)",TRUE,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,beer_and_wine,casual,free,average,TRUE,TRUE,TRUE,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:30-14:30,11:30-14:30,11:0-0:0
Zacharias Creek Side Cafe,Center Point Shopping Ctr,Worcester,PA,19490,40.2000902,-75.34543161,3.5,81,1,"Restaurants, Tapas/Small Plates, Mediterranean, American (New)",TRUE,FALSE,TRUE,3,TRUE,TRUE,FALSE,TRUE,FALSE,none,casual,free,average,TRUE,TRUE,TRUE,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,16:30-19:30
Franconia Caf?? & Market,513 Allentown Rd,Souderton,PA,18964,40.3072824,-75.3559749,3,34,1,"Event Planning & Services, American (Traditional), Breakfast & Brunch, Restaurants, Party & Event Planning",TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,,TRUE,,TRUE,5:30-14:0,5:30-14:0,5:30-14:0,5:30-14:0,5:30-14:0,5:30-14:0,
Bella Maria Tomato Pies,3718 Bristol Pike,Bensalem,PA,19020,40.091815,-74.923426,4,65,1,"Chicken Wings, Restaurants, Pizza, Italian",TRUE,None,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,quiet,TRUE,TRUE,FALSE,,,14:0-20:0,14:0-20:0,12:0-21:0,13:0-21:0,
Springfield Inn,417 Baltimore Pike,Springfield,PA,19064,39.920847,-75.321586,1.5,6,0,"Restaurants, Nightlife, American (Traditional), American (New), Bars",TRUE,FALSE,TRUE,2,FALSE,TRUE,,TRUE,FALSE,full_bar,casual,,quiet,,FALSE,TRUE,,,,,,,
Starbucks,180 W Dekalb Pike,King of Prussia,PA,19406,40.09418,-75.365995,2.5,71,1,"Food, Coffee & Tea, Restaurants",TRUE,,TRUE,2,TRUE,,,,,,,free,average,TRUE,FALSE,TRUE,5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,6:0-21:0,6:0-21:0
Woodland Village Restaurant,6234 Woodland Ave,Philadelphia,PA,19142,39.927412,-75.231476,2,8,1,"Restaurants, American (New)",TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,,casual,,,,,FALSE,,,,,,,
Long Shot BBQ,2900 Grays Ferry Ave,Philadelphia,PA,19146,39.9387267,-75.1923844,4.5,15,1,"Restaurants, Food, Barbeque, Sandwiches, Food Delivery Services, Wraps",TRUE,TRUE,TRUE,,FALSE,,FALSE,,,none,,no,,TRUE,TRUE,FALSE,,,11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,
Res Ipsa Cafe,2218 Walnut St,Philadelphia,PA,19103,39.9508611,-75.1783641,4,205,0,"Restaurants, Coffee & Tea, Cafes, Food, Breakfast & Brunch, Italian",TRUE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,TRUE,none,casual,free,average,FALSE,FALSE,TRUE,8:0-17:30,7:0-17:0,7:0-22:30,7:0-22:30,7:0-22:30,8:0-17:0,8:0-22:30
JD Mcgillicuddys Manayunk,111 Cotton St,Philadelphia,PA,19127,40.02556435,-75.22220467,3,75,1,"Restaurants, Nightlife, Beer, Wine & Spirits, Food, American (Traditional), Bars, Sports Bars, Chicken Wings",TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,free,average,TRUE,TRUE,TRUE,,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0
Dunkin,8621 New Falls Rd,Levittown,PA,19054,40.17109038,-74.83490812,3,6,1,"Donuts, Food, Restaurants, Coffee & Tea",TRUE,TRUE,TRUE,1,FALSE,,,,,,,,,,,TRUE,4:30-21:0,4:30-21:0,4:30-21:0,4:30-21:0,4:30-21:0,4:30-21:0,4:30-21:0
Rock Bottom,160 N Gulph Rd,King of Prussia,PA,19406,40.08755573,-75.393392,3.5,274,0,"American (Traditional), Food, Nightlife, Pubs, Bars, Breweries, Restaurants",TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,FALSE,FALSE,TRUE,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-0:0
Little Johns Pizza,161 N 21st St,Philadelphia,PA,19103,39.957553,-75.17403,3.5,17,0,"Event Planning & Services, Caterers, Restaurants, Pizza, Cheesesteaks",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,,average,,TRUE,FALSE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-22:0
Adriatic Pizza,7757 New Falls Rd,Levittown,PA,19055,40.16105027,-74.84781504,4,25,1,"Pizza, Sandwiches, Restaurants, Food Delivery Services, Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,FALSE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,
Kung Fu Tea,22 Lancaster Ave,Ardmore,PA,19003,40.0080694,-75.2919492,4,32,1,"Juice Bars & Smoothies, Asian Fusion, Restaurants, Bubble Tea, Food, Coffee & Tea",TRUE,TRUE,TRUE,1,FALSE,,,,TRUE,,,free,average,,,TRUE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
Unitea,265 S 44th St,Philadelphia,PA,19104,39.9531852,-75.2103487,3.5,18,0,"Food, Tea Rooms, Coffee & Tea, Restaurants, Brasseries",TRUE,FALSE,TRUE,1,TRUE,FALSE,,TRUE,TRUE,none,casual,free,,,,TRUE,,7:30-21:0,7:30-21:0,7:30-21:0,7:30-20:0,11:0-18:0,11:0-18:0
Tavola Restaurant + Bar,400 W Sproul Rd,Springfield,PA,19064,39.92599089,-75.35047422,3,257,1,"American (Traditional), Italian, Bars, Nightlife, Restaurants, American (New), Breakfast & Brunch",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,TRUE,TRUE,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Sor Ynez,1800 N American St,Philadelphia,PA,19122,39.97861749,-75.13961624,4,26,1,"Mexican, New Mexican Cuisine, Restaurants",TRUE,TRUE,TRUE,,TRUE,,FALSE,,,full_bar,,free,,TRUE,TRUE,TRUE,,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,12:0-21:0,12:0-17:0
Del Prado,3401 Skippack Pike,Cedars,PA,19423,40.212509,-75.3688137,4.5,30,0,"Restaurants, Mediterranean, Breakfast & Brunch, Sandwiches",TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,TRUE,FALSE,none,casual,free,quiet,TRUE,TRUE,TRUE,9:30-14:0,9:30-14:0,9:30-14:0,9:30-14:0,9:30-14:0,9:30-14:0,10:0-15:0
Tortorices Italian Specialty Sandwiches,233 S 20th St,Philadelphia,PA,19103,39.9494916,-75.1739356,4.5,101,1,"Event Planning & Services, Food, Italian, Coffee & Tea, Sandwiches, Restaurants, Caterers, Delis",TRUE,TRUE,TRUE,,None,,TRUE,,,,,free,,,TRUE,FALSE,0:0-0:0,,10:30-17:0,10:30-17:0,10:30-17:0,10:30-16:0,10:30-16:0
Metropolitan Pizza & Cafe,264 S 19th St,Philadelphia,PA,19103,39.9482403,-75.1728287,3.5,18,1,"Pizza, Cafes, Coffee & Tea, Restaurants, Food",TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,,,,,no,,TRUE,,TRUE,,,12:0-19:0,12:0-19:0,12:0-19:0,12:0-19:0,
Estia,1405 Locust St,Philadelphia,PA,19102,39.94839205,-75.16535023,4,761,1,"Restaurants, Greek, Mediterranean, Seafood",TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,TRUE,FALSE,full_bar,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,15:0-20:30,15:0-20:30,15:0-20:30,15:0-21:30,15:0-21:30,15:0-20:30
Sweets & Curry House,7630 Castor Ave,Philadelphia,PA,19152,40.0572043,-75.0609549,3.5,35,1,"Indian, American (Traditional), Event Planning & Services, Diners, Pakistani, Restaurants, Caterers",TRUE,TRUE,TRUE,,FALSE,TRUE,TRUE,,,none,,free,,TRUE,TRUE,TRUE,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,14:0-22:30,11:30-22:30,11:30-22:30
Philly Pretzel Factory,4216 Woodbourne Rd,Levittown,PA,19057,40.1549541,-74.856571,4.5,11,1,"Bakeries, Hot Dogs, Pretzels, Restaurants, Food, Cheesesteaks",TRUE,TRUE,TRUE,1,,,,,,,,,,TRUE,,TRUE,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,7:0-17:0,8:0-15:0
Miles Table,1620 South St,Philadelphia,PA,19146,39.944043,-75.1695127,4.5,514,1,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Event Planning & Services, American (Traditional), Caterers",TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE,TRUE,beer_and_wine,casual,free,average,TRUE,TRUE,TRUE,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0
Stir,2600 Benjamin Franklin Pkwy,Philadelphia,PA,19130,39.965847,-75.181147,4.5,23,1,"Restaurants, American (New), Nightlife, Bars",TRUE,TRUE,,,,TRUE,TRUE,,,,,,average,,,FALSE,,10:0-17:0,10:0-20:45,10:0-17:0,10:0-20:45,10:0-17:0,10:0-17:0
Rize Pizza,124 E Market St,West Chester,PA,19382,39.96043318,-75.60257685,4,53,1,"Food, Desserts, Restaurants, Pizza, Italian, Salad, Sandwiches",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,,TRUE,TRUE,TRUE,0:0-0:0,,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,12:0-20:0
Cleavers,108 S 18th St,Philadelphia,PA,19103,39.9514103,-75.1706011,4,1304,1,"Food, Restaurants, Cocktail Bars, Cheesesteaks, Beer, Wine & Spirits, Sports Bars, Lounges, Sandwiches, Nightlife, Bars",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,TRUE,TRUE,0:0-0:0,11:0-20:45,11:0-20:45,11:0-21:45,11:0-21:45,11:0-21:45,11:0-20:45
Hills Quality Seafood Markets,3605 W Chester Pike,Newtown Square,PA,19073,39.98707015,-75.39997716,3.5,17,1,"Food, Seafood, Specialty Food, Restaurants, Seafood Markets",TRUE,FALSE,TRUE,3,None,FALSE,TRUE,FALSE,TRUE,none,casual,no,,TRUE,,TRUE,,,,,,,
Museum Deli,333 Spring Garden St,Philadelphia,PA,19123,39.9613057,-75.1444538,4,16,1,"Restaurants, Salad, Grocery, Delis, Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,,casual,,,TRUE,,TRUE,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,8:0-19:0,
Ristorante Verona,288 Lancaster Ave,Malvern,PA,19355,40.0390404,-75.5469017,4,42,0,"Restaurants, Italian",TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,17:0-22:0,
